Client_Name,Client_ID,Risk_Profile,Risk_Profile_Desc,Investment_Objective,Knowledge_and_Experience,Client_Name_1,Client_ID_1,Ticker,Units,Date_of_Purchase,Unit_Price,Market_Value,Concentration
Brooke ,C209,1,Aggressive,3,Yes,Brooke ,C209,MSFT,3,2022-02-04,305.3087158,915.9261474,1
Brooke ,C209,1,Aggressive,3,Yes,Brooke ,C209,ROP,15,2021-09-03,484.3370972,7265.056458,4
Brooke ,C209,1,Aggressive,3,Yes,Brooke ,C209,ROK,25,2022-01-25,300.4118652,7510.29663,4
Dexter ,C194,1,Aggressive,3,Yes,Dexter ,C194,PNR,7,2021-12-01,72.01118469,504.0782928,1
Dexter ,C194,1,Aggressive,3,Yes,Dexter ,C194,ORCL,5,2021-11-16,94.88494873,474.4247437,1
Dexter ,C194,1,Aggressive,3,Yes,Dexter ,C194,D,7,2022-02-03,80.33542633,562.3479843,1
Dexter ,C194,1,Aggressive,3,Yes,Dexter ,C194,GPN,12,2022-03-07,122.4106445,1468.927734,1
Dexter ,C194,1,Aggressive,3,Yes,Dexter ,C194,TWTR,10,2021-11-10,52.33000183,523.3000183,1
Dexter ,C194,1,Aggressive,3,Yes,Dexter ,C194,LIN,8,2021-10-18,305.7177124,2445.741699,2
Dexter ,C194,1,Aggressive,3,Yes,Dexter ,C194,QCOM,28,2022-03-17,152.8300018,4279.24005,2
Dexter ,C194,1,Aggressive,3,Yes,Dexter ,C194,PRU,23,2021-11-17,107.9973526,2483.93911,2
Genelia,C125,1,Aggressive,3,Yes,Genelia,C125,KIM,20,2021-09-10,20.79969025,415.993805,1
Genelia,C125,1,Aggressive,3,Yes,Genelia,C125,GS,2,2021-11-23,401.8382263,803.6764526,1
Genelia,C125,1,Aggressive,3,Yes,Genelia,C125,DFS,16,2021-10-19,130.0933838,2081.494141,2
Genelia,C125,1,Aggressive,3,Yes,Genelia,C125,CB,13,2021-10-22,186.6237488,2426.108734,2
Madisen,C219,2,Moderate,2,Yes,Madisen,C219,DIS,3,2021-11-04,170.2799988,510.8399964,1
Madisen,C219,2,Moderate,2,Yes,Madisen,C219,CMS,11,2022-02-17,62.40000153,686.4000168,1
Madisen,C219,2,Moderate,2,Yes,Madisen,C219,NSC,13,2022-01-18,274.5888977,3569.65567,1
Madisen,C219,2,Moderate,2,Yes,Madisen,C219,QRVO,2,2021-10-07,165.3300018,330.6600036,1
Madisen,C219,2,Moderate,2,Yes,Madisen,C219,HOLX,19,2021-10-12,69.83000183,1326.770035,1
Madisen,C219,2,Moderate,2,Yes,Madisen,C219,NTAP,10,2021-10-12,89.19071198,891.9071198,1
Madisen,C219,2,Moderate,2,Yes,Madisen,C219,GL,3,2022-03-16,99.25485229,297.7645569,1
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,IRM,13,2021-12-10,47.23044968,613.9958458,1
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,AMCR,5,2021-09-22,11.50481129,57.52405645,1
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,PEAK,27,2021-11-15,33.8531723,914.0356521,1
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,O,7,2022-02-24,65.2693634,456.8855438,1
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,FTV,7,2022-02-25,65.48999786,458.429985,1
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,WYNN,2,2021-09-08,104.6200027,209.2400054,1
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,PFE,30,2021-10-15,40.81863022,1224.558907,1
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,RHI,29,2022-01-06,112.6186523,3265.940917,3
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,CB,25,2022-01-25,192.9256439,4823.141098,4
Matilda,C131,1,Aggressive,3,Yes,Matilda,C131,EL,23,2021-11-03,339.0737305,7798.695802,5
Michael,C147,2,Moderate,2,Yes,Michael,C147,ZBRA,2,2021-09-03,590.5999756,1181.199951,1
Michael,C147,2,Moderate,2,Yes,Michael,C147,PNC,6,2022-02-17,201.3000031,1207.800019,1
Michael,C147,2,Moderate,2,Yes,Michael,C147,CMS,19,2021-11-04,59.59406281,1132.287193,1
Michael,C147,2,Moderate,2,Yes,Michael,C147,ANSS,8,2021-09-23,361.0400085,2888.320068,2
Michael,C147,2,Moderate,2,Yes,Michael,C147,NSC,8,2021-11-04,283.2901917,2266.321534,2
Natalie,C111,2,Moderate,2,Yes,Natalie,C111,KIM,20,2022-01-10,24.92836571,498.5673142,1
Natalie,C111,2,Moderate,2,Yes,Natalie,C111,NDSN,13,2022-03-14,214.5599976,2789.279969,2
Natalie,C111,2,Moderate,2,Yes,Natalie,C111,JKHY,24,2022-02-03,166.5584564,3997.402954,3
Prakash,C115,3,Conservative,1,No,Prakash,C115,MKC,23,2021-10-14,79.66221619,1832.230972,2
Prakash,C115,3,Conservative,1,No,Prakash,C115,EA,18,2022-03-09,125.5199966,2259.359939,2
Prakash,C115,3,Conservative,1,No,Prakash,C115,JKHY,29,2021-09-10,168.068924,4873.998796,5
Sergio ,C275,1,Aggressive,3,Yes,Sergio ,C275,BAX,13,2021-10-26,81.21887207,1055.845337,3
Sergio ,C275,1,Aggressive,3,Yes,Sergio ,C275,TTWO,10,2022-01-05,171.8500061,1718.500061,4
Sergio ,C275,1,Aggressive,3,Yes,Sergio ,C275,PNR,22,2021-09-30,72.20331573,1588.472946,4
Sergio ,C275,1,Aggressive,3,Yes,Sergio ,C275,KO,29,2021-12-10,55.85245895,1619.72131,4
Sergio ,C275,1,Aggressive,3,Yes,Sergio ,C275,DTE,18,2021-12-03,110.2978287,1985.360917,5
Sergio ,C275,1,Aggressive,3,Yes,Sergio ,C275,PAYC,6,2022-02-22,320.6799927,1924.079956,5
Sergio ,C275,1,Aggressive,3,Yes,Sergio ,C275,APD,15,2022-02-03,279.0826416,4186.239624,5
Stewart,C107,1,Aggressive,3,Yes,Stewart,C107,SLB,8,2022-01-05,33.15675735,265.2540588,1
Stewart,C107,1,Aggressive,3,Yes,Stewart,C107,TDG,4,2022-03-10,633.6799927,2534.719971,1
Stewart,C107,1,Aggressive,3,Yes,Stewart,C107,INTU,4,2021-09-23,575.1757202,2300.702881,1
Stewart,C107,1,Aggressive,3,Yes,Stewart,C107,ZBH,28,2022-03-21,120.8081284,3382.627595,1
Stewart,C107,1,Aggressive,3,Yes,Stewart,C107,CTXS,23,2022-02-10,102.1500015,2349.450035,1
Stewart,C107,1,Aggressive,3,Yes,Stewart,C107,APD,16,2022-01-14,289.4856262,4631.770019,1
Stewart,C107,1,Aggressive,3,Yes,Stewart,C107,IEX,22,2022-02-15,191.2700043,4207.940095,1
Stewart,C107,1,Aggressive,3,Yes,Stewart,C107,VRSN,16,2022-03-16,206.3500061,3301.600098,1
Timothy,C249,2,Moderate,2,Yes,Timothy,C249,CCI,14,2022-02-03,180.1418304,2521.985626,1
Timothy,C249,2,Moderate,2,Yes,Timothy,C249,PTC,16,2022-01-24,117.5999985,1881.599976,1
Timothy,C249,2,Moderate,2,Yes,Timothy,C249,PFE,20,2021-11-26,53.5925293,1071.850586,1
Timothy,C249,2,Moderate,2,Yes,Timothy,C249,WYNN,23,2021-12-06,84.91000366,1952.930084,1
Timothy,C249,2,Moderate,2,Yes,Timothy,C249,BKR,27,2021-12-02,23.83611488,643.5751018,1
Timothy,C249,2,Moderate,2,Yes,Timothy,C249,EIX,3,2021-09-29,55.29214859,165.8764458,1
Timothy,C249,2,Moderate,2,Yes,Timothy,C249,ROP,26,2021-10-05,445.7321777,11589.03662,5
Vanessa,C110,1,Aggressive,3,Yes,Vanessa,C110,AIZ,21,2022-03-15,173.5099945,3643.709885,1
Vanessa,C110,1,Aggressive,3,Yes,Vanessa,C110,IBM,30,2022-01-19,130.013916,3900.41748,1
Vanessa,C110,1,Aggressive,3,Yes,Vanessa,C110,WRK,29,2021-11-09,48.16461945,1396.773964,1
Vanessa,C110,1,Aggressive,3,Yes,Vanessa,C110,AMZN,13,2022-01-26,2777.449951,36106.84936,5
Zachary,C132,2,Moderate,2,Yes,Zachary,C132,UAL,8,2022-02-08,46.83000183,374.6400146,0
Zachary,C132,2,Moderate,2,Yes,Zachary,C132,LIN,4,2021-09-29,296.952301,1187.809204,2
Zachary,C132,2,Moderate,2,Yes,Zachary,C132,CE,18,2021-12-14,158.8803711,2859.84668,5
Zachary,C132,2,Moderate,2,Yes,Zachary,C132,GWW,9,2022-03-11,472.2600098,4250.340088,5
Zachary,C132,2,Moderate,2,Yes,Zachary,C132,GNRC,21,2022-01-31,282.3800049,5929.980103,5
Zachary,C132,2,Moderate,2,Yes,Zachary,C132,NDSN,30,2022-03-01,223.2400055,6697.200165,5
Zachary,C132,2,Moderate,2,Yes,Zachary,C132,DHR,29,2022-01-26,266.5368347,7729.568206,5
Alistair,C241,3,Conservative,1,No,Alistair,C241,HOLX,4,2022-01-18,69.41000366,277.6400146,1
Alistair,C241,3,Conservative,1,No,Alistair,C241,APTV,2,2021-11-30,160.3500061,320.7000122,1
Alistair,C241,3,Conservative,1,No,Alistair,C241,NCLH,12,2022-02-25,19.64999962,235.7999954,1
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,OXY,13,2022-01-20,34.86678696,453.2682305,1
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,USB,8,2021-09-29,59.28679276,474.2943421,1
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,HOLX,9,2022-02-14,70.30999756,632.789978,1
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,PEAK,19,2022-03-03,32.20999908,611.9899825,1
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,BBWI,20,2021-10-12,63.05424881,1261.084976,2
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,MCHP,24,2021-10-27,71.91082764,1725.859863,3
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,MNST,23,2022-01-28,85.30999756,1962.129944,3
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,AMD,30,2021-10-21,119.3300018,3579.900054,5
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,DLTR,27,2022-01-07,140.9600067,3805.920181,5
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,BKNG,14,2021-11-23,2341.129883,32775.81836,5
Beck Tay,C218,1,Aggressive,3,Yes,Beck Tay,C218,TSLA,19,2021-11-12,1033.420044,19634.98084,5
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,ALK,20,2022-01-12,55.15000153,1103.000031,3
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,RTX,14,2022-03-10,98.51000214,1379.14003,3
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,ROST,15,2021-09-14,111.7331467,1675.997201,4
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,D,21,2021-09-29,73.07527161,1534.580704,4
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,LEN,28,2021-11-08,104.0301971,2912.845519,5
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,BDX,18,2021-10-15,233.6382446,4205.488403,5
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,ACN,15,2021-10-26,355.4185486,5331.278229,5
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,BIIB,15,2021-11-16,261.5499878,3923.249817,5
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,SWK,25,2021-09-15,184.0096741,4600.241853,5
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,DGX,23,2021-09-14,152.7157593,3512.462464,5
Benedict,C140,1,Aggressive,3,Yes,Benedict,C140,MSFT,24,2021-12-30,338.6198425,8126.87622,5
Dawn Teo,C199,3,Conservative,1,No,Dawn Teo,C199,IVZ,2,2021-09-10,24.17110252,48.34220504,1
Dawn Teo,C199,3,Conservative,1,No,Dawn Teo,C199,SBNY,9,2021-11-19,331.3815002,2982.433502,5
Dawn Teo,C199,3,Conservative,1,No,Dawn Teo,C199,PNW,24,2021-12-20,66.87779999,1605.0672,5
Dawn Teo,C199,3,Conservative,1,No,Dawn Teo,C199,PWR,24,2021-10-04,113.0111313,2712.267151,5
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,SBUX,16,2022-01-27,94.83913422,1517.426148,0
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,TPR,24,2021-10-22,38.13967896,915.352295,1
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,NLSN,18,2022-01-28,18.23700523,328.2660941,1
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,TTWO,17,2022-02-28,162.0,2754.0,1
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,EVRG,2,2021-12-08,66.30612946,132.6122589,1
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,CMA,4,2021-10-20,85.54282379,342.1712952,1
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,CINF,27,2021-10-13,115.7388153,3124.948013,2
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,SHW,21,2021-11-23,326.7311401,6861.353942,3
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,NVDA,24,2021-11-10,294.5037537,7068.090089,3
Jude Seo,C221,1,Aggressive,3,Yes,Jude Seo,C221,MOH,23,2021-10-22,297.8900146,6851.470336,3
Kattappa,C123,2,Moderate,2,Yes,Kattappa,C123,VNO,8,2021-10-21,43.61252213,348.900177,1
Kattappa,C123,2,Moderate,2,Yes,Kattappa,C123,AOS,18,2021-10-20,66.12449646,1190.240936,1
Kattappa,C123,2,Moderate,2,Yes,Kattappa,C123,SNA,18,2022-02-02,209.6690674,3774.043213,1
Kattappa,C123,2,Moderate,2,Yes,Kattappa,C123,ES,10,2022-03-17,84.26000214,842.6000214,1
Kattappa,C123,2,Moderate,2,Yes,Kattappa,C123,KMB,18,2021-11-12,131.6082306,2368.948151,1
Kattappa,C123,2,Moderate,2,Yes,Kattappa,C123,VLO,19,2022-03-03,84.19000244,1599.610046,1
Mehaboob,C192,2,Moderate,2,Yes,Mehaboob,C192,PWR,15,2022-01-12,110.081749,1651.226235,1
Mehaboob,C192,2,Moderate,2,Yes,Mehaboob,C192,NFLX,7,2022-02-16,398.0799866,2786.559906,1
Mehaboob,C192,2,Moderate,2,Yes,Mehaboob,C192,ILMN,5,2021-11-01,416.7999878,2083.999939,1
Mehaboob,C192,2,Moderate,2,Yes,Mehaboob,C192,JNJ,22,2022-01-24,161.930542,3562.471924,1
Mehaboob,C192,2,Moderate,2,Yes,Mehaboob,C192,WTW,18,2022-03-08,216.7472839,3901.45111,1
Mehaboob,C192,2,Moderate,2,Yes,Mehaboob,C192,TECH,9,2021-11-15,501.3913879,4512.522491,2
Mehaboob,C192,2,Moderate,2,Yes,Mehaboob,C192,PSA,19,2022-01-12,365.3890991,6942.392883,2
Mehaboob,C192,2,Moderate,2,Yes,Mehaboob,C192,ULTA,27,2021-11-29,401.4200134,10838.34036,3
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,RSG,2,2021-09-02,124.7818222,249.5636444,0
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,ETN,3,2022-03-02,151.3434296,454.0302888,1
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,WMB,27,2022-02-07,30.30840683,818.3269844,2
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,ORCL,9,2022-01-28,80.16639709,721.4975738,2
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,A,7,2022-02-24,127.9491119,895.6437833,2
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,T,19,2022-01-13,26.79999924,509.1999856,2
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,J,7,2021-09-16,133.2180786,932.5265502,2
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,GD,5,2021-11-10,199.1517944,995.758972,3
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,IEX,26,2021-10-28,222.4294586,5783.165924,5
Parvathy,C284,1,Aggressive,3,Yes,Parvathy,C284,MTCH,22,2021-11-22,137.0099945,3014.219879,5
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,TER,19,2021-12-17,156.1156921,2966.19815,1
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,NTAP,11,2021-12-07,89.6157074,985.7727814,1
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,XOM,15,2021-12-14,60.86525345,912.9788018,1
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,GM,21,2022-02-25,47.43000031,996.0300065,1
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,DRE,22,2021-09-20,48.62070465,1069.655502,1
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,PFG,23,2021-10-15,67.35951233,1549.268784,1
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,PNR,15,2022-01-11,69.75834656,1046.375198,1
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,A,14,2022-03-08,129.1172943,1807.64212,1
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,GOOG,27,2022-02-15,2728.51001,73669.77027,5
Pavanesh,C257,1,Aggressive,3,Yes,Pavanesh,C257,GOOGL,7,2022-01-13,2771.73999,19402.17993,5
Pragathi,C146,1,Aggressive,3,Yes,Pragathi,C146,UAL,23,2021-10-22,46.72999954,1074.789989,1
Pragathi,C146,1,Aggressive,3,Yes,Pragathi,C146,ETR,8,2022-01-03,110.3906326,883.1250608,1
Pragathi,C146,1,Aggressive,3,Yes,Pragathi,C146,ETN,22,2022-03-03,154.1282196,3390.820831,1
Pragathi,C146,1,Aggressive,3,Yes,Pragathi,C146,TSCO,14,2021-10-28,208.7166595,2922.033233,1
Rosalind,C239,1,Aggressive,3,Yes,Rosalind,C239,SPG,5,2021-10-14,136.1385193,680.6925965,1
Rosalind,C239,1,Aggressive,3,Yes,Rosalind,C239,INTC,3,2022-02-09,49.90999985,149.7299996,1
Rosalind,C239,1,Aggressive,3,Yes,Rosalind,C239,TSLA,7,2021-11-15,1013.390015,7093.730105,4
Rosalind,C239,1,Aggressive,3,Yes,Rosalind,C239,ZBRA,23,2022-03-18,437.1799927,10055.13983,5
Rosalind,C239,1,Aggressive,3,Yes,Rosalind,C239,ANSS,29,2021-10-11,344.1099854,9979.189577,5
Ryan Soo,C238,3,Conservative,1,No,Ryan Soo,C238,KMB,26,2022-02-07,132.0791779,3434.058625,0
Ryan Soo,C238,3,Conservative,1,No,Ryan Soo,C238,REG,22,2022-02-17,66.09612274,1454.1147,1
Ryan Soo,C238,3,Conservative,1,No,Ryan Soo,C238,GE,21,2021-09-10,101.7401886,2136.543961,1
Ryan Soo,C238,3,Conservative,1,No,Ryan Soo,C238,BXP,21,2021-12-31,114.3281631,2400.891425,1
Ryan Soo,C238,3,Conservative,1,No,Ryan Soo,C238,EQIX,19,2021-12-07,809.3641357,15377.91858,3
Sameera ,C281,1,Aggressive,3,Yes,Sameera ,C281,BR,24,2022-02-15,146.976593,3527.438232,1
Sameera ,C281,1,Aggressive,3,Yes,Sameera ,C281,LDOS,19,2022-01-11,90.48939514,1719.298508,1
Sameera ,C281,1,Aggressive,3,Yes,Sameera ,C281,AAPL,13,2021-12-13,175.5163879,2281.713043,1
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,FTNT,13,2021-12-17,333.8299866,4339.789826,0
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,USB,27,2021-12-22,55.16446304,1489.440502,1
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,PENN,10,2021-10-14,75.83000183,758.3000183,1
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,TXT,14,2021-09-03,72.48959351,1014.854309,1
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,XEL,28,2022-02-04,68.30351257,1912.498352,1
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,NDAQ,17,2022-02-01,179.5533142,3052.406341,1
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,ENPH,3,2021-12-13,213.5200043,640.5600129,1
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,DPZ,30,2021-09-16,508.8628845,15265.88654,2
Selvaraj,C121,3,Conservative,1,No,Selvaraj,C121,MOH,26,2022-03-22,338.1700134,8792.420348,2
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,MMC,23,2021-10-14,159.6205902,3671.273575,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,PM,9,2021-11-02,91.51875305,823.6687775,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,SEE,20,2021-10-28,58.63325882,1172.665176,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,LKQ,26,2022-02-07,54.7399559,1423.238853,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,CBRE,27,2022-03-10,87.87999725,2372.759926,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,KR,28,2021-09-09,45.69250107,1279.39003,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,AJG,7,2021-12-29,169.2645721,1184.852005,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,CFG,21,2021-10-06,47.79960632,1003.791733,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,CPB,9,2022-03-02,44.77777481,402.9999733,1
Seo Dan ,C243,2,Moderate,2,Yes,Seo Dan ,C243,DG,26,2022-01-04,233.132019,6061.432494,2
Sridhar ,C271,3,Conservative,1,No,Sridhar ,C271,CSX,7,2021-09-24,30.25016594,211.7511616,1
Sridhar ,C271,3,Conservative,1,No,Sridhar ,C271,CF,13,2022-02-28,81.19000244,1055.470032,1
Sridhar ,C271,3,Conservative,1,No,Sridhar ,C271,CTSH,4,2021-09-17,75.02910614,300.1164246,1
Sridhar ,C271,3,Conservative,1,No,Sridhar ,C271,HIG,15,2021-12-14,67.67964172,1015.194626,1
Sridhar ,C271,3,Conservative,1,No,Sridhar ,C271,UHS,21,2022-03-03,149.8500061,3146.850128,1
Sridhar ,C271,3,Conservative,1,No,Sridhar ,C271,KHC,27,2022-01-11,37.19618225,1004.296921,1
Sridhar ,C271,3,Conservative,1,No,Sridhar ,C271,VMC,25,2021-12-28,208.3847046,5209.617615,2
Sridhar ,C271,3,Conservative,1,No,Sridhar ,C271,PH,20,2021-09-27,289.1695251,5783.390502,2
Velusamy,C298,3,Conservative,1,No,Velusamy,C298,EXC,2,2022-02-22,41.30690002,82.61380004,1
Velusamy,C298,3,Conservative,1,No,Velusamy,C298,NCLH,21,2021-09-21,24.98999977,524.7899952,1
Velusamy,C298,3,Conservative,1,No,Velusamy,C298,URI,10,2021-12-16,337.4700012,3374.700012,2
Abhishek ,C251,1,Aggressive,3,Yes,Abhishek ,C251,TSN,16,2021-11-22,82.25572205,1316.091553,1
Abhishek ,C251,1,Aggressive,3,Yes,Abhishek ,C251,MCHP,19,2022-01-03,87.68717194,1666.056267,2
Abhishek ,C251,1,Aggressive,3,Yes,Abhishek ,C251,ENPH,25,2021-10-07,157.2299957,3930.749892,3
Aishwarya,C126,1,Aggressive,3,Yes,Aishwarya,C126,NWS,16,2021-10-11,23.75887489,380.1419982,1
Aishwarya,C126,1,Aggressive,3,Yes,Aishwarya,C126,STZ,29,2022-02-10,237.3000031,6881.70009,2
Aishwarya,C126,1,Aggressive,3,Yes,Aishwarya,C126,FDX,28,2021-10-28,234.4412384,6564.354675,2
Aishwarya,C126,1,Aggressive,3,Yes,Aishwarya,C126,BKNG,28,2021-11-22,2297.129883,64319.63672,5
Anson Teo,C228,1,Aggressive,3,Yes,Anson Teo,C228,DHI,15,2022-02-08,86.61958313,1299.293747,1
Anson Teo,C228,1,Aggressive,3,Yes,Anson Teo,C228,CERN,13,2021-09-15,73.5763855,956.4930115,1
Anson Teo,C228,1,Aggressive,3,Yes,Anson Teo,C228,DLTR,10,2021-12-27,138.4700012,1384.700012,1
Anson Teo,C228,1,Aggressive,3,Yes,Anson Teo,C228,CMA,25,2021-11-02,85.81835175,2145.458794,1
Anson Teo,C228,1,Aggressive,3,Yes,Anson Teo,C228,DHR,27,2022-03-01,271.7922363,7338.39038,4
Arjit Das,C188,1,Aggressive,3,Yes,Arjit Das,C188,CB,28,2021-12-13,188.727005,5284.35614,1
Arjit Das,C188,1,Aggressive,3,Yes,Arjit Das,C188,ZION,12,2022-03-15,65.36000061,784.3200073,1
Arjit Das,C188,1,Aggressive,3,Yes,Arjit Das,C188,SYF,11,2021-09-09,46.12945175,507.4239693,1
Arjit Das,C188,1,Aggressive,3,Yes,Arjit Das,C188,ROL,17,2021-09-29,35.85104752,609.4678078,1
Arjit Das,C188,1,Aggressive,3,Yes,Arjit Das,C188,HAL,23,2022-01-24,28.48767853,655.2166062,1
Ben Stone,C155,1,Aggressive,3,Yes,Ben Stone,C155,GIS,3,2022-02-10,66.58938599,199.768158,1
Ben Stone,C155,1,Aggressive,3,Yes,Ben Stone,C155,NUE,4,2021-12-30,113.4717636,453.8870544,1
Ben Stone,C155,1,Aggressive,3,Yes,Ben Stone,C155,MRO,23,2022-02-17,21.88999939,503.469986,1
Ben Stone,C155,1,Aggressive,3,Yes,Ben Stone,C155,TSN,5,2021-09-10,74.01333618,370.0666809,1
Ben Stone,C155,1,Aggressive,3,Yes,Ben Stone,C155,CERN,30,2021-10-21,71.45200348,2143.560104,3
Ben Stone,C155,1,Aggressive,3,Yes,Ben Stone,C155,NDSN,21,2022-01-03,250.4706421,5259.883484,5
Ben Stone,C155,1,Aggressive,3,Yes,Ben Stone,C155,INTU,10,2021-12-10,676.2335815,6762.335815,5
David Lee,C268,3,Conservative,1,No,David Lee,C268,STX,2,2022-02-08,109.9181366,219.8362732,1
David Lee,C268,3,Conservative,1,No,David Lee,C268,EXPD,15,2021-10-20,118.5152359,1777.728539,1
David Lee,C268,3,Conservative,1,No,David Lee,C268,TWTR,20,2022-02-18,34.31999969,686.3999938,1
David Lee,C268,3,Conservative,1,No,David Lee,C268,ABT,15,2021-09-20,123.9525223,1859.287835,1
David Lee,C268,3,Conservative,1,No,David Lee,C268,KHC,2,2021-12-31,35.52388763,71.04777526,1
David Lee,C268,3,Conservative,1,No,David Lee,C268,AAP,17,2022-03-16,206.0200043,3502.340073,1
David Lee,C268,3,Conservative,1,No,David Lee,C268,MOS,17,2021-09-09,31.43248558,534.3522549,1
David Lee,C268,3,Conservative,1,No,David Lee,C268,WST,27,2022-03-01,381.5799866,10302.65964,3
Gavin Foo,C135,2,Moderate,2,Yes,Gavin Foo,C135,MO,24,2021-12-06,42.85572815,1028.537476,1
Gavin Foo,C135,2,Moderate,2,Yes,Gavin Foo,C135,HBAN,12,2022-01-03,15.64128399,187.6954079,1
Gavin Foo,C135,2,Moderate,2,Yes,Gavin Foo,C135,PLD,14,2021-09-20,127.8918762,1790.486267,2
Gavin Foo,C135,2,Moderate,2,Yes,Gavin Foo,C135,NXPI,12,2021-12-23,226.2741089,2715.289307,2
Gavin Foo,C135,2,Moderate,2,Yes,Gavin Foo,C135,V,30,2021-10-20,230.638092,6919.14276,5
James Sim,C144,1,Aggressive,3,Yes,James Sim,C144,STE,3,2021-10-27,231.2397614,693.7192842,1
James Sim,C144,1,Aggressive,3,Yes,James Sim,C144,CHD,25,2021-12-30,101.148056,2528.7014,4
James Sim,C144,1,Aggressive,3,Yes,James Sim,C144,OMC,30,2022-01-13,78.15261078,2344.578323,4
Leo Levin,C220,3,Conservative,1,No,Leo Levin,C220,PARA,5,2022-02-08,34.27594376,171.3797188,1
